month,area,generation_type,generation_gwh,source,source_note
2025-05-01,Tokyo,Coal,5142.13,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-05-01,Tokyo,Nuclear,0.0,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-05-01,Tokyo,Solar,3271.7,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-05-01,Tokyo,Hydro,1532.05,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-05-01,Tokyo,Wind,654.49,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-05-01,Tokyo,Biomass,449.36,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-05-01,Tokyo,Oil,567.2,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-05-01,Tokyo,Other,1222.28,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-05-01,Kansai,Gas,3266.89,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-05-01,Kansai,Coal,2239.15,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-05-01,Kansai,Nuclear,3223.13,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-05-01,Kansai,Solar,1196.38,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-05-01,Kansai,Hydro,927.94,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-05-01,Kansai,Wind,156.98,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-05-01,Kansai,Biomass,245.57,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-05-01,Kansai,Oil,257.6,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-05-01,Kansai,Other,249.4,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-06-01,Tokyo,Gas,11563.23,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-06-01,Tokyo,Coal,5112.32,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-06-01,Tokyo,Nuclear,0.0,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-06-01,Tokyo,Solar,3171.31,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-06-01,Tokyo,Hydro,2342.13,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-06-01,Tokyo,Wind,388.18,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-06-01,Tokyo,Biomass,897.25,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-06-01,Tokyo,Oil,671.87,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-06-01,Tokyo,Other,1213.29,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-06-01,Kansai,Gas,3287.8,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-06-01,Kansai,Coal,2060.67,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-06-01,Kansai,Nuclear,3361.37,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-06-01,Kansai,Solar,1352.71,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-06-01,Kansai,Hydro,1129.55,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-06-01,Kansai,Wind,180.11,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-06-01,Kansai,Biomass,281.92,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-06-01,Kansai,Oil,318.36,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-06-01,Kansai,Other,387.39,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-07-01,Tokyo,Gas,13189.41,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-07-01,Tokyo,Coal,5541.31,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-07-01,Tokyo,Nuclear,0.0,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-07-01,Tokyo,Solar,2917.62,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-07-01,Tokyo,Hydro,1886.82,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-07-01,Tokyo,Wind,777.08,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-07-01,Tokyo,Biomass,802.62,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-07-01,Tokyo,Oil,580.4,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-07-01,Tokyo,Other,946.02,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-07-01,Kansai,Gas,3528.09,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-07-01,Kansai,Coal,2266.16,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-07-01,Kansai,Nuclear,3449.88,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-07-01,Kansai,Solar,1106.31,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-07-01,Kansai,Hydro,1160.03,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-07-01,Kansai,Wind,383.74,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-07-01,Kansai,Biomass,430.98,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-07-01,Kansai,Oil,279.61,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-07-01,Kansai,Other,218.4,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-08-01,Tokyo,Gas,13282.3,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-08-01,Tokyo,Coal,5523.48,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-08-01,Tokyo,Nuclear,0.0,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-08-01,Tokyo,Solar,2498.86,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-08-01,Tokyo,Hydro,2070.01,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-08-01,Tokyo,Wind,84.06,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-08-01,Tokyo,Biomass,1197.51,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-08-01,Tokyo,Oil,997.71,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-08-01,Tokyo,Other,875.61,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-08-01,Kansai,Gas,3620.99,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-08-01,Kansai,Coal,2116.33,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-08-01,Kansai,Nuclear,3360.01,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-08-01,Kansai,Solar,1067.95,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-08-01,Kansai,Hydro,1228.18,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-08-01,Kansai,Wind,296.3,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-08-01,Kansai,Biomass,277.38,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-08-01,Kansai,Oil,216.21,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-08-01,Kansai,Other,211.54,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-09-01,Tokyo,Gas,13344.54,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-09-01,Tokyo,Coal,5751.92,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-09-01,Tokyo,Nuclear,0.0,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-09-01,Tokyo,Solar,1778.27,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-09-01,Tokyo,Hydro,1982.69,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-09-01,Tokyo,Wind,485.62,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-09-01,Tokyo,Biomass,612.69,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-09-01,Tokyo,Oil,675.79,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-09-01,Tokyo,Other,1305.99,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-09-01,Kansai,Gas,3832.74,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-09-01,Kansai,Coal,2216.33,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-09-01,Kansai,Nuclear,3678.33,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-09-01,Kansai,Solar,849.83,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-09-01,Kansai,Hydro,1184.39,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-09-01,Kansai,Wind,372.45,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-09-01,Kansai,Biomass,353.46,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-09-01,Kansai,Oil,214.81,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-09-01,Kansai,Other,137.21,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-10-01,Tokyo,Gas,14264.19,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-10-01,Tokyo,Coal,5780.42,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-10-01,Tokyo,Nuclear,0.0,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-10-01,Tokyo,Solar,1227.44,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-10-01,Tokyo,Hydro,1666.89,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-10-01,Tokyo,Wind,698.22,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-10-01,Tokyo,Biomass,1074.95,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-10-01,Tokyo,Oil,912.52,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-10-01,Tokyo,Other,1239.91,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-10-01,Kansai,Gas,3447.26,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-10-01,Kansai,Coal,2368.06,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-10-01,Kansai,Nuclear,3313.7,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-10-01,Kansai,Solar,653.5,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-10-01,Kansai,Hydro,1168.58,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-10-01,Kansai,Wind,181.8,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-10-01,Kansai,Biomass,502.73,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-10-01,Kansai,Oil,377.96,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-10-01,Kansai,Other,274.84,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-11-01,Tokyo,Gas,13536.29,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-11-01,Tokyo,Coal,5765.85,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-11-01,Tokyo,Nuclear,0.0,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-11-01,Tokyo,Solar,1563.64,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-11-01,Tokyo,Hydro,1293.88,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-11-01,Tokyo,Wind,158.19,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-11-01,Tokyo,Biomass,623.2,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-11-01,Tokyo,Oil,597.12,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-11-01,Tokyo,Other,950.43,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-11-01,Kansai,Gas,3674.65,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-11-01,Kansai,Coal,2377.09,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-11-01,Kansai,Nuclear,3674.64,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-11-01,Kansai,Solar,593.02,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-11-01,Kansai,Hydro,989.73,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-11-01,Kansai,Wind,182.22,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-11-01,Kansai,Biomass,444.85,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-11-01,Kansai,Oil,234.68,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-11-01,Kansai,Other,236.7,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-12-01,Tokyo,Gas,12420.17,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-12-01,Tokyo,Coal,5773.77,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-12-01,Tokyo,Nuclear,0.0,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-12-01,Tokyo,Solar,1263.16,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-12-01,Tokyo,Hydro,1005.62,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-12-01,Tokyo,Wind,451.5,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-12-01,Tokyo,Biomass,874.21,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-12-01,Tokyo,Oil,474.84,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-12-01,Tokyo,Other,1534.25,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-12-01,Kansai,Gas,3384.07,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-12-01,Kansai,Coal,2418.85,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-12-01,Kansai,Nuclear,3578.85,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-12-01,Kansai,Solar,655.54,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-12-01,Kansai,Hydro,541.6,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-12-01,Kansai,Wind,366.17,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-12-01,Kansai,Biomass,351.02,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-12-01,Kansai,Oil,477.55,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2025-12-01,Kansai,Other,248.38,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2026-01-01,Tokyo,Gas,12908.54,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
2026-01-01,Tokyo,Coal,5541.46,synthetic_regional_generation_mix,Synthetic monthly Tokyo/Kansai generation mix for dashboard workflow. Replace with OCCTO/TSO/METI/vendor regional generation data before production use.
